,buteurs,dates,match_places,minute,penalty,own_goal,full_name
0,"['22’', 'I.', 'Traoré']",22-Août-2020,Dijon,22,,,ITraoré
1,"['J.', 'Bamba', '40’']",22-Août-2020,Lille,40,,,JBamba
2,"['74’', 'D.', 'Da', 'Silva']",22-Août-2020,Lille,74,,,DDaSilva
3,"['A.', 'Disasi', '45’', '+2']",23-Août-2020,Monaco,452,,,ADisasi
4,"['B.', 'Badiashile', '55’']",23-Août-2020,Monaco,55,,,BBadiashile
5,"['05’', 'B.', 'Dia']",23-Août-2020,Monaco,5,,,BDia
6,"['21’', 'E.', 'Touré']",23-Août-2020,Monaco,21,,,ETouré
7,"['Y.', 'Wissa', '51’']",23-Août-2020,Lorient,51,,,YWissa
8,"['(s.p.)', 'A.', 'Grbic', '60’']",23-Août-2020,Lorient,60,(s.p.),,spAGrbic
9,"['P.', 'Hamel', '87’']",23-Août-2020,Lorient,87,,,PHamel
10,"['30’', 'M.', 'Chahiri']",23-Août-2020,Lorient,30,,,MChahiri
11,"['K.', 'Denkey', '08’']",23-Août-2020,Nîmes,8,,,KDenkey
12,"['B.', 'Meling', '31’']",23-Août-2020,Nîmes,31,,,BMeling
13,"['R.', 'Philippoteaux', '69’']",23-Août-2020,Nîmes,69,,,RPhilippoteaux
14,"['M.', 'Koné', '84’']",23-Août-2020,Nîmes,84,,,MKoné
15,"['A.', 'Gouiri', '23’']",23-Août-2020,Nice,23,,,AGouiri
16,"['A.', 'Gouiri', '75’']",23-Août-2020,Nice,75,,,AGouiri
17,"['11’', 'G.', 'Kakuta', '(s.p.)']",23-Août-2020,Nice,11,(s.p.),,GKakutasp
18,"['(s.p.)', 'T.', 'Savanier', '38’']",15-Septembre-2020,Montpellier,38,(s.p.),,spTSavanier
19,"['T.', 'Savanier', '59’']",15-Septembre-2020,Montpellier,59,,,TSavanier
20,"['82’', 'M.', 'Depay', '(s.p.)']",15-Septembre-2020,Montpellier,82,(s.p.),,MDepaysp
21,"['J.', 'Draxler', '90’', '+3']",16-Septembre-2020,Paris-SG,903,,,JDraxler
22,"['06’', 'R.', 'Hamouma']",17-Septembre-2020,Marseille,6,,,RHamouma
23,"['75’', 'D.', 'Bouanga']",17-Septembre-2020,Marseille,75,,,DBouanga
24,"['(s.p.)', 'M.', 'Depay', '39’']",28-Août-2020,Lyon,39,(s.p.),,spMDepay
25,"['(csc)', 'W.', 'Lautoa', '45’']",28-Août-2020,Lyon,45,,(csc),cscWLautoa
26,"['M.', 'Depay', '45’', '+1']",28-Août-2020,Lyon,451,,,MDepay
27,"['(s.p.)', 'M.', 'Depay', '66’']",28-Août-2020,Lyon,66,(s.p.),,spMDepay
28,"['14’', 'A.', 'Scheidler']",28-Août-2020,Lyon,14,,,AScheidler
29,"['(csc)', 'D.', 'Le', 'Tallec', '22’']",29-Août-2020,Rennes,22,,(csc),cscDLeTallec
30,"['E.', 'Camavinga', '77’']",29-Août-2020,Rennes,77,,,ECamavinga
31,"['90’', '+1', 'G.', 'Laborde']",29-Août-2020,Rennes,901,,,GLaborde
32,"['37’', 'K.', 'Dolberg', '(s.p.)']",29-Août-2020,Strasbourg,37,(s.p.),,KDolbergsp
33,"['59’', 'K.', 'Dolberg']",29-Août-2020,Strasbourg,59,,,KDolberg
34,"['32’', 'J.', 'Bamba']",30-Août-2020,Reims,32,,,JBamba
35,"['A.', 'Girotto', '11’']",30-Août-2020,Nantes,11,,,AGirotto
36,"['(s.p.)', 'I.', 'Louza', '27’']",30-Août-2020,Nantes,27,(s.p.),,spILouza
37,"['57’', 'Z.', 'Ferhat']",30-Août-2020,Nantes,57,,,ZFerhat
38,"['R.', 'Hamouma', '19’']",30-Août-2020,Saint-Étienne,19,,,RHamouma
39,"['R.', 'Hamouma', '51’']",30-Août-2020,Saint-Étienne,51,,,RHamouma
40,"['25’', 'J.', 'Maja']",30-Août-2020,Angers,25,,,JMaja
41,"['27’', 'T.', 'Basic']",30-Août-2020,Angers,27,,,TBasic
42,"['22’', 'B.', 'Badiashile']",30-Août-2020,Metz,22,,,BBadiashile
43,"['R.', 'Faivre', '45’', '+1']",30-Août-2020,Brest,451,,,RFaivre
44,"['G.', 'Charbonnier', '89’']",30-Août-2020,Brest,89,,,GCharbonnier
45,"['19’', 'F.', 'Thauvin']",30-Août-2020,Brest,19,,,FThauvin
46,"['27’', 'D.', 'Caleta-Car']",30-Août-2020,Brest,27,,,DCaletaCar
47,"['80’', 'D.', 'Caleta-Car']",30-Août-2020,Brest,80,,,DCaletaCar
48,"['I.', 'Ganago', '57’']","10-Septembre-2020,",Lens,57,,,IGanago
49,"['G.', 'Laborde', '18’']",12-Septembre-2020,Montpellier,18,,,GLaborde
50,"['D.', 'Congré', '50’']",12-Septembre-2020,Montpellier,50,,,DCongré
51,"['D.', 'Congré', '64’']",12-Septembre-2020,Montpellier,64,,,DCongré
52,"['69’', 'Dante']",12-Septembre-2020,Montpellier,69,,,Dante
53,"['(s.p.)', 'D.', 'Bouanga', '57’']",12-Septembre-2020,Saint-Étienne,57,(s.p.),,spDBouanga
54,"['M.', 'Camara', '82’']",12-Septembre-2020,Saint-Étienne,82,,,MCamara
55,"['L.', 'Araujo', '88’']",13-Septembre-2020,Lille,88,,,LAraujo
56,"['A.', 'Cubas', '37’']",13-Septembre-2020,Nîmes,37,,,ACubas
57,"['Z.', 'Ferhat', '55’']",13-Septembre-2020,Nîmes,55,,,ZFerhat
58,"['12’', 'S.', 'Guirassy']",13-Septembre-2020,Nîmes,12,,,SGuirassy
59,"['39’', 'S.', 'Guirassy']",13-Septembre-2020,Nîmes,39,,,SGuirassy
60,"['73’', 'N.', 'Aguerd']",13-Septembre-2020,Nîmes,73,,,NAguerd
61,"['90’', '+7', 'B.', 'Bourigeaud']",13-Septembre-2020,Nîmes,907,,,BBourigeaud
62,"['A.', 'Grbic', '14’']",13-Septembre-2020,Lorient,14,,,AGrbic
63,"['(s.p.)', 'Y.', 'Wissa', '90’', '+3']",13-Septembre-2020,Lorient,903,(s.p.),,spYWissa
64,"['32’', 'G.', 'Kakuta', '(s.p.)']",13-Septembre-2020,Lorient,32,(s.p.),,GKakutasp
65,"['34’', 'F.', 'Medina']",13-Septembre-2020,Lorient,34,,,FMedina
66,"['63’', 'I.', 'Ganago']",13-Septembre-2020,Lorient,63,,,IGanago
67,"['S.', 'Bahoken', '55’']",13-Septembre-2020,Angers,55,,,SBahoken
68,"['42’', 'R.', 'Perraud']",13-Septembre-2020,Dijon,42,,,RPerraud
69,"['90’', '+5', 'I.', 'Cardona']",13-Septembre-2020,Dijon,905,,,ICardona
70,"['S.', 'Diop', '05’']",13-Septembre-2020,Monaco,5,,,SDiop
71,"['W.', 'Geubbels', '65’']",13-Septembre-2020,Monaco,65,,,WGeubbels
72,"['61’', 'L.', 'Blas']",13-Septembre-2020,Monaco,61,,,LBlas
73,"['31’', 'F.', 'Thauvin']",13-Septembre-2020,Paris-SG,31,,,FThauvin
74,"['I.', 'Ganago', '47’']",19-Septembre-2020,Lens,47,,,IGanago
75,"['(s.p.)', 'G.', 'Kakuta', '59’']",19-Septembre-2020,Lens,59,(s.p.),,spGKakuta
76,"['90’', '+5', 'S.', 'Kalu']",19-Septembre-2020,Lens,905,,,SKalu
77,"['S.', 'Nzonzi', '81’']",19-Septembre-2020,Rennes,81,,,SNzonzi
78,"['A.', 'Truffert', '90’', '+1']",19-Septembre-2020,Rennes,901,,,ATruffert
79,"['28’', 'W.', 'Ben', 'Yedder']",19-Septembre-2020,Rennes,28,,,WBenYedder
80,"['38’', 'K.', 'Mbappé', '(s.p.)']",20-Septembre-2020,Nice,38,(s.p.),,KMbappésp
81,"['45’', '+1', 'A.', 'Di', 'Maria']",20-Septembre-2020,Nice,451,,,ADiMaria
82,"['66’', 'Marquinhos']",20-Septembre-2020,Nice,66,,,Marquinhos
83,"['A.', 'Souquet', '18’']",20-Septembre-2020,Montpellier,18,,,ASouquet
84,"['A.', 'Delort', '44’']",20-Septembre-2020,Montpellier,44,,,ADelort
85,"['A.', 'Delort', '60’']",20-Septembre-2020,Montpellier,60,,,ADelort
86,"['F.', 'Mollet', '86’']",20-Septembre-2020,Montpellier,86,,,FMollet
87,"['25’', 'S.', 'Bahoken']",20-Septembre-2020,Montpellier,25,,,SBahoken
88,"['R.', 'Perraud', '30’']",20-Septembre-2020,Brest,30,,,RPerraud
89,"['S.', 'Mounié', '32’']",20-Septembre-2020,Brest,32,,,SMounié
90,"['F.', 'Honorat', '62’']",20-Septembre-2020,Brest,62,,,FHonorat
91,"['34’', 'C.', 'Hérelle', '(csc)']",20-Septembre-2020,Brest,34,,(csc),CHérellecsc
92,"['90’', '+2', 'T.', 'Monconduit']",20-Septembre-2020,Brest,902,,,TMonconduit
93,"['I.', 'Niane', '18’']",20-Septembre-2020,Metz,18,,,INiane
94,"['I.', 'Niane', '88’']",20-Septembre-2020,Metz,88,,,INiane
95,"['43’', 'B.', 'Dia', '(s.p.)']",20-Septembre-2020,Metz,43,(s.p.),,BDiasp
96,"['S.', 'Mitrovic', '80’']",20-Septembre-2020,Strasbourg,80,,,SMitrovic
97,"['M.', 'Simon', '71’']",20-Septembre-2020,Nantes,71,,,MSimon
98,"['R.', 'Emond', '85’']",20-Septembre-2020,Nantes,85,,,REmond
99,"['02’', 'A.', 'Aouchiche']",20-Septembre-2020,Nantes,2,,,AAouchiche
100,"['66’', 'Y.', 'Maçon']",20-Septembre-2020,Nantes,66,,,YMaçon
101,"['V.', 'Germain', '85’']",20-Septembre-2020,Marseille,85,,,VGermain
102,"['47’', 'L.', 'Araujo']",20-Septembre-2020,Marseille,47,,,LAraujo
103,"['(csc)', 'N.', 'Pallois', '43’']",25-Septembre-2020,Lille,43,,(csc),cscNPallois
104,"['(s.p.)', 'B.', 'Yilmaz', '87’']",25-Septembre-2020,Lille,87,(s.p.),,spBYilmaz
105,"['33’', 'N.', 'Aguerd']",26-Septembre-2020,Saint-Étienne,33,,,NAguerd
106,"['52’', 'S.', 'Guirassy']",26-Septembre-2020,Saint-Étienne,52,,,SGuirassy
107,"['89’', 'A.', 'Hunou']",26-Septembre-2020,Saint-Étienne,89,,,AHunou
108,"['M.', 'Sanson', '90’', '+5']",26-Septembre-2020,Marseille,905,,,MSanson
109,"['71’', 'I.', 'Niane']",26-Septembre-2020,Marseille,71,,,INiane
110,"['E.', 'Dina', 'Ebimbe', '08’']",27-Septembre-2020,Dijon,8,,,EDinaEbimbe
111,"['B.', 'Ecuele', 'Manga', '60’']",27-Septembre-2020,Dijon,60,,,BEcueleManga
112,"['50’', 'A.', 'Delort']",27-Septembre-2020,Dijon,50,,,ADelort
113,"['90’', 'T.', 'Savanier', '(s.p.)']",27-Septembre-2020,Dijon,90,(s.p.),,TSavaniersp
114,"['Z.', 'Ferhat', '87’']",27-Septembre-2020,Nîmes,87,,,ZFerhat
115,"['34’', 'I.', 'Ganago']",27-Septembre-2020,Nîmes,34,,,IGanago
116,"['W.', 'Ben', 'Yedder', '09’']",27-Septembre-2020,Monaco,9,,,WBenYedder
117,"['R.', 'Aguilar', '45’', '+2']",27-Septembre-2020,Monaco,452,,,RAguilar
118,"['W.', 'Ben', 'Yedder', '53’']",27-Septembre-2020,Monaco,53,,,WBenYedder
119,"['46’', 'M.', 'Chahiri']",27-Septembre-2020,Monaco,46,,,MChahiri
120,"['70’', 'L.', 'Ajorque', '(s.p.)']",27-Septembre-2020,Monaco,70,(s.p.),,LAjorquesp
121,"['S.', 'Thioub', '22’']",27-Septembre-2020,Angers,22,,,SThioub
122,"['I.', 'Traoré', '78’']",27-Septembre-2020,Angers,78,,,ITraoré
123,"['A.', 'Fulgini', '80’']",27-Septembre-2020,Angers,80,,,AFulgini
124,"['03’', 'S.', 'Mounié', '(s.p.)']",27-Septembre-2020,Angers,3,(s.p.),,SMouniésp
125,"['33’', 'G.', 'Charbonnier']",27-Septembre-2020,Angers,33,,,GCharbonnier
126,"['Y.', 'Wissa', '63’']",27-Septembre-2020,Lorient,63,,,YWissa
127,"['74’', 'L.', 'Dubois']",27-Septembre-2020,Lorient,74,,,LDubois
128,"['09’', 'M.', 'Icardi']",27-Septembre-2020,Reims,9,,,MIcardi
129,"['63’', 'M.', 'Icardi']",27-Septembre-2020,Reims,63,,,MIcardi
130,"['A.', 'Florenzi', '07’']",02-Octobre-2020,Paris-SG,7,,,AFlorenzi
131,"['Neymar', '36’']",02-Octobre-2020,Paris-SG,36,,,Neymar
132,"['Neymar', '47’']",02-Octobre-2020,Paris-SG,47,,,Neymar
133,"['J.', 'Draxler', '57’']",02-Octobre-2020,Paris-SG,57,,,JDraxler
134,"['I.', 'Gueye', '71’']",02-Octobre-2020,Paris-SG,71,,,IGueye
135,"['K.', 'Mbappé', '84’']",02-Octobre-2020,Paris-SG,84,,,KMbappé
136,"['53’', 'I.', 'Traoré']",02-Octobre-2020,Paris-SG,53,,,ITraoré
137,"['(s.p.)', 'G.', 'Kakuta', '15’']",03-Octobre-2020,Lens,15,(s.p.),,spGKakuta
138,"['F.', 'Sotoca', '81’']",03-Octobre-2020,Lens,81,,,FSotoca
139,"['Dante', '27’']",03-Octobre-2020,Nice,27,,,Dante
140,"['K.', 'Thuram', '62’']",03-Octobre-2020,Nice,62,,,KThuram
141,"['45’', '+6', 'I.', 'Louza', '(s.p.)']",03-Octobre-2020,Nice,456,(s.p.),,ILouzasp
142,"['84’', 'R.', 'Ripart']",04-Octobre-2020,Montpellier,84,,,RRipart
143,"['21’', 'M.', 'Çelik']","04-Octobre-2020,",Strasbourg,21,,,MÇelik
144,"['54’', 'R.', 'Sanches']","04-Octobre-2020,",Strasbourg,54,,,RSanches
145,"['67’', 'B.', 'Yilmaz']","04-Octobre-2020,",Strasbourg,67,,,BYilmaz
146,"['R.', 'Faivre', '08’']","04-Octobre-2020,",Brest,8,,,RFaivre
147,"['R.', 'Oudin', '12’']","04-Octobre-2020,",Bordeaux,12,,,ROudin
148,"['S.', 'Kalu', '29’']","04-Octobre-2020,",Bordeaux,29,,,SKalu
149,"['T.', 'Basic', '89’']","04-Octobre-2020,",Bordeaux,89,,,TBasic
150,"['(s.p.)', 'I.', 'Niane', '43’']","04-Octobre-2020,",Metz,43,(s.p.),,spINiane
151,"['I.', 'Niane', '60’']","04-Octobre-2020,",Metz,60,,,INiane
152,"['I.', 'Niane', '63’']","04-Octobre-2020,",Metz,63,,,INiane
153,"['36’', 'P.', 'Hamel']","04-Octobre-2020,",Metz,36,,,PHamel
154,"['Raphinha', '24’']","04-Octobre-2020,",Rennes,24,,,Raphinha
155,"['D.', 'Da', 'Silva', '37’']","04-Octobre-2020,",Rennes,37,,,DDaSilva
156,"['11’', 'Y.', 'Abdelhamid']","04-Octobre-2020,",Rennes,11,,,YAbdelhamid
157,"['66’', 'B.', 'Dia']","04-Octobre-2020,",Rennes,66,,,BDia
158,"['(s.p.)', 'H.', 'Aouar', '28’']",04-Octobre-2020,Lyon,28,(s.p.),,spHAouar
159,"['16’', 'D.', 'Payet']",04-Octobre-2020,Lyon,16,,,DPayet
160,"['M.', 'Baldé', '54’']",16-Octobre-2020,Dijon,54,,,MBaldé
161,"['24’', 'M.', 'Terrier']",16-Octobre-2020,Dijon,24,,,MTerrier
162,"['32’', 'K.', 'Mbappé']",16-Octobre-2020,Nîmes,32,,,KMbappé
163,"['78’', 'A.', 'Florenzi']",16-Octobre-2020,Nîmes,78,,,AFlorenzi
164,"['83’', 'K.', 'Mbappé']",16-Octobre-2020,Nîmes,83,,,KMbappé
165,"['88’', 'P.', 'Sarabia']",16-Octobre-2020,Nîmes,88,,,PSarabia
166,"['M.', 'Cassama', '15’']",17-Octobre-2020,Reims,15,,,MCassama
167,"['61’', 'P.', 'Hamel']",17-Octobre-2020,Reims,61,,,PHamel
168,"['65’', 'Y.', 'Wissa', '(s.p.)']",17-Octobre-2020,Reims,65,(s.p.),,YWissasp
169,"['80’', 'T.', 'Moffi']",17-Octobre-2020,Reims,80,,,TMoffi
170,"['F.', 'Thauvin', '05’']",17-Octobre-2020,Marseille,5,,,FThauvin
171,"['J.', 'Amavi', '54’']",17-Octobre-2020,Marseille,54,,,JAmavi
172,"['(csc)', 'Pablo', '64’']",17-Octobre-2020,Marseille,64,,(csc),cscPablo
173,"['83’', 'J.', 'Maja']",17-Octobre-2020,Marseille,83,,,JMaja
174,"['H.', 'Diallo', '43’']",18-Octobre-2020,Strasbourg,43,,,HDiallo
175,"['J.', 'Aholou', '55’']",18-Octobre-2020,Strasbourg,55,,,JAholou
176,"['12’', 'T.', 'Kadewere']",18-Octobre-2020,Strasbourg,12,,,TKadewere
177,"['26’', 'K.', 'Toko', 'Ekambi']",18-Octobre-2020,Strasbourg,26,,,KTokoEkambi
178,"['42’', 'K.', 'Toko', 'Ekambi']",18-Octobre-2020,Strasbourg,42,,,KTokoEkambi
179,"['(s.p.)', 'W.', 'Ben', 'Yedder', '70’']",18-Octobre-2020,Monaco,70,(s.p.),,spWBenYedder
180,"['51’', 'S.', 'Mavididi']",18-Octobre-2020,Monaco,51,,,SMavididi
181,"['R.', 'Kolo', 'Muani', '16’']",18-Octobre-2020,Nantes,16,,,RKoloMuani
182,"['L.', 'Blas', '30’']",18-Octobre-2020,Nantes,30,,,LBlas
183,"['A.', 'Bamba', '79’']",18-Octobre-2020,Nantes,79,,,ABamba
184,"['68’', 'R.', 'Faivre']",18-Octobre-2020,Nantes,68,,,RFaivre
185,"['(s.p.)', 'T.', 'Mangani', '38’']",18-Octobre-2020,Angers,38,(s.p.),,spTMangani
186,"['39’', 'O.', 'Nguette']",18-Octobre-2020,Angers,39,,,ONguette
187,"['A.', 'Aouchiche', '57’']",18-Octobre-2020,Saint-Étienne,57,,,AAouchiche
188,"['08’', 'P.', 'Lees-Melou']",18-Octobre-2020,Saint-Étienne,8,,,PLeesMelou
189,"['30’', 'A.', 'Gouiri']",18-Octobre-2020,Saint-Étienne,30,,,AGouiri
190,"['90’', '+1', 'M.', 'Maolida']",18-Octobre-2020,Saint-Étienne,901,,,MMaolida
191,"['B.', 'Yilmaz', '11’']",18-Octobre-2020,Lille,11,,,BYilmaz
192,"['J.', 'Bamba', '48’']",18-Octobre-2020,Lille,48,,,JBamba
193,"['J.', 'Ikoné', '69’']",18-Octobre-2020,Lille,69,,,JIkoné
194,"['Y.', 'Yazici', '79’']",18-Octobre-2020,Lille,79,,,YYazici
195,"['A.', 'Hunou', '18’']",23-Octobre-2020,Rennes,18,,,AHunou
196,"['27’', 'S.', 'Boufal']",23-Octobre-2020,Rennes,27,,,SBoufal
197,"['57’', 'A.', 'Fulgini']",23-Octobre-2020,Rennes,57,,,AFulgini
198,"['54’', 'L.', 'Balerdi']",24-Octobre-2020,Lorient,54,,,LBalerdi
199,"['M.', 'Kean', '03’']",24-Octobre-2020,Paris-SG,3,,,MKean
200,"['M.', 'Kean', '23’']",24-Octobre-2020,Paris-SG,23,,,MKean
201,"['K.', 'Mbappé', '82’']",24-Octobre-2020,Paris-SG,82,,,KMbappé
202,"['K.', 'Mbappé', '88’']",24-Octobre-2020,Paris-SG,88,,,KMbappé
203,"['09’', 'B.', 'Dia', '(s.p.)']",25-Octobre-2020,Montpellier,9,(s.p.),,BDiasp
204,"['13’', 'B.', 'Dia']",25-Octobre-2020,Montpellier,13,,,BDia
205,"['31’', 'N.', 'Mbuku']",25-Octobre-2020,Montpellier,31,,,NMbuku
206,"['56’', 'B.', 'Dia', '(s.p.)']",25-Octobre-2020,Montpellier,56,(s.p.),,BDiasp
207,"['F.', 'Boulaya', '05’']",25-Octobre-2020,Metz,5,,,FBoulaya
208,"['(csc)', 'N.', 'Sissoko', '78’']",25-Octobre-2020,Metz,78,,(csc),cscNSissoko
209,"['(s.p.)', 'J.', 'Briand', '80’']",25-Octobre-2020,Bordeaux,80,(s.p.),,spJBriand
210,"['R.', 'Oudin', '82’']",25-Octobre-2020,Bordeaux,82,,,ROudin
211,"['27’', 'H.', 'Diallo']",25-Octobre-2020,Brest,27,,,HDiallo
212,"['40’', 'K.', 'Lala', '(s.p.)']",25-Octobre-2020,Brest,40,(s.p.),,KLalasp
213,"['67’', 'L.', 'Ajorque']",25-Octobre-2020,Brest,67,,,LAjorque
214,"['K.', 'Dolberg', '50’']",25-Octobre-2020,Nice,50,,,KDolberg
215,"['58’', 'B.', 'Yilmaz']",25-Octobre-2020,Nice,58,,,BYilmaz
216,"['M.', 'Depay', '12’']",25-Octobre-2020,Lyon,12,,,MDepay
217,"['K.', 'Toko', 'Ekambi', '34’']",25-Octobre-2020,Lyon,34,,,KTokoEkambi
218,"['(s.p.)', 'H.', 'Aouar', '41’']",25-Octobre-2020,Lyon,41,(s.p.),,spHAouar
219,"['K.', 'Toko', 'Ekambi', '44’']",25-Octobre-2020,Lyon,44,,,KTokoEkambi
220,"['48’', 'W.', 'Ben', 'Yedder', '(s.p.)']",25-Octobre-2020,Lyon,48,(s.p.),,WBenYeddersp
221,"['G.', 'Kakuta', '27’']",25-Novembre-2020,Lens,27,,,GKakuta
222,"['81’', 'A.', 'Touré', '(s.p.)']",25-Novembre-2020,Lens,81,(s.p.),,ATourésp
223,"['D.', 'Da', 'Silva', '66’']",31-Octobre-2020,Rennes,66,,,DDaSilva
224,"['N.', 'Aguerd', '70’']",31-Octobre-2020,Rennes,70,,,NAguerd
225,"['57’', 'F.', 'Honorat']",31-Octobre-2020,Rennes,57,,,FHonorat
226,"['47’', 'A.', 'Herrera']",31-Octobre-2020,Nantes,47,,,AHerrera
227,"['65’', 'K.', 'Mbappé', '(s.p.)']",31-Octobre-2020,Nantes,65,(s.p.),,KMbappésp
228,"['88’', 'P.', 'Sarabia']",31-Octobre-2020,Nantes,88,,,PSarabia
229,"['14’', 'S.', 'Mavididi']",01-Novembre-2020,Saint-Étienne,14,,,SMavididi
230,"['12’', 'R.', 'Lopes']",01-Novembre-2020,Angers,12,,,RLopes
231,"['23’', 'P.', 'Lees-Melou', '(s.p.)']",01-Novembre-2020,Angers,23,(s.p.),,PLeesMelousp
232,"['77’', 'H.', 'Boudaoui']",01-Novembre-2020,Angers,77,,,HBoudaoui
233,"['15’', 'M.', 'Gueye']",01-Novembre-2020,Nîmes,15,,,MGueye
234,"['(csc)', 'B.', 'Kamara', '22’']",01-Novembre-2020,Reims,22,,(csc),cscBKamara
235,"['W.', 'Faes', '26’']",01-Novembre-2020,Reims,26,,,WFaes
236,"['30’', 'L.', 'Ajorque', '(s.p.)']",01-Novembre-2020,Reims,30,(s.p.),,LAjorquesp
237,"['(s.p.)', 'W.', 'Ben', 'Yedder', '27’']",01-Novembre-2020,Monaco,27,(s.p.),,spWBenYedder
238,"['G.', 'Martins', '30’']",01-Novembre-2020,Monaco,30,,,GMartins
239,"['K.', 'Volland', '31’']",01-Novembre-2020,Monaco,31,,,KVolland
240,"['K.', 'Volland', '58’']",01-Novembre-2020,Monaco,58,,,KVolland
241,"['J.', 'Bamba', '23’']",01-Novembre-2020,Lille,23,,,JBamba
242,"['41’', 'M.', 'Çelik', '(csc)']",01-Novembre-2020,Lille,41,,(csc),MÇelikcsc
243,"['59’', 'S.', 'Banza']","20-Janvier-2021,",Marseille,59,,,SBanza
244,"['72’', 'M.', 'Sanson']",06-Novembre-2020,Strasbourg,72,,,MSanson
245,"['49’', 'F.', 'Mollet']",07-Novembre-2020,Bordeaux,49,,,FMollet
246,"['66’', 'A.', 'Delort']",07-Novembre-2020,Bordeaux,66,,,ADelort
247,"['M.', 'Kean', '11’']",07-Novembre-2020,Paris-SG,11,,,MKean
248,"['A.', 'Di', 'Maria', '21’']",07-Novembre-2020,Paris-SG,21,,,ADiMaria
249,"['(csc)', 'D.', 'Da', 'Silva', '73’']",07-Novembre-2020,Paris-SG,73,,(csc),cscDDaSilva
250,"['R.', 'Pierre-Gabriel', '15’']",08-Novembre-2020,Brest,15,,,RPierreGabriel
251,"['R.', 'Perraud', '19’']",08-Novembre-2020,Brest,19,,,RPerraud
252,"['I.', 'Cardona', '42’']",08-Novembre-2020,Brest,42,,,ICardona
253,"['45’', '+3', 'B.', 'Yilmaz', '(s.p.)']",08-Novembre-2020,Brest,453,(s.p.),,BYilmazsp
254,"['57’', 'B.', 'Yilmaz']",08-Novembre-2020,Brest,57,,,BYilmaz
255,"['S.', 'Banza', '21’']",08-Novembre-2020,Lens,21,,,SBanza
256,"['(csc)', 'T.', 'Foket', '77’']",08-Novembre-2020,Lens,77,,(csc),cscTFoket
257,"['F.', 'Sotoca', '90’']",08-Novembre-2020,Lens,90,,,FSotoca
258,"['F.', 'Sotoca', '90’', '+1']",08-Novembre-2020,Lens,901,,,FSotoca
259,"['47’', 'M.', 'Cafaro']",08-Novembre-2020,Lens,47,,,MCafaro
260,"['54’', 'B.', 'Dia']",08-Novembre-2020,Lens,54,,,BDia
261,"['79’', 'F.', 'Medina', '(csc)']",08-Novembre-2020,Lens,79,,(csc),FMedinacsc
262,"['81’', 'B.', 'Dia']",08-Novembre-2020,Lens,81,,,BDia
263,"['P.', 'Yade', '21’']",08-Novembre-2020,Metz,21,,,PYade
